,text,label
715,where can i find the best free evidence for debate about russia,16
716,who said of super bowl iii in 1969 we will win i guarantee it,4
717,who is the actress bette davis once said she wished she looked like,4
718,what are the best ways to improve employee morale at low cost,32
719,what is an auberge in france,7
720,what are the side effects of mevacor,12
721,what was the name of the movie that starred sharon stone and arnold schwarzenegger,1
722,what causes a person to have constantly sweaty hands and feet,9
723,how come a doughnut has a hole in it,9
724,what countries have the highest ratio of university students,19
725,which is the mostused computer program,1
726,who is the leading competitor of trans union company,5
727,what are the twin cities,7
728,what feud ended with a marriage in kentucky on march 21 1891,10
729,what war did florence nightingale tend the troops in,10
730,what else has the swastika stood for,7
731,how much money does a back injury lawsuit get,26
732,where do quality drinks begin,16
733,what does the c stand for in the equation emc2,3
734,what number is at 12 of the clock on a dartboard,37
735,what does the dot on the letter i mean,7
736,why do they call a hamburger a hamburger when there is no ham,9
737,what are the odds of giving birth to twins,41
738,what is lmds,3
739,what woman pitcher has struck out ted williams and hank aaron,4
740,what time of day did emperor hirohito die,8
741,what is the definition of spamming,7
742,what is candlemas day,7
743,what is the zodiac sign for august 14,45
744,what is the average hourly rate of american workers,37
745,what did brontosauruses eat,18
746,who has the only speaking role in silent movie,4
747,who was president of afghanistan in 1994,4
748,name the blind sculptress in love with the fantastic four s thing,4
749,what was jimmy durante s theme song,1
750,what good little witch is casper s girlfriend,4
751,what italian city of 155 were leonardo da vinci michaelangelo and machiavelli all working in,22
752,what are all the different types of pizza,18
753,what baseball great plugged mr coffee,4
754,what nfl team did vince lombardi end his coaching career with,5
755,where did the battle of the bulge take place,16
756,what did john f kennedy consider his greatest blunder in office,12
757,what former african leader held his country s boxing title for nine years,4
758,what was the first english play written exclusively for children,1
759,what does snafu stand for,3
760,who holds the career record for the most major league home runs,4
761,how do you dunk,0
762,what is a fear of points,24
763,how many pairs of legs does a lobster have,13
764,what is the soft drink for adults,18
765,how does light travel through the void of space if there is no medium for it to wave or pulse,0
766,what is a fear of hair,24
767,where is mozambique located,16
768,what is a stratocaster,7
769,what 2thcentury american poet wrote a fourvolume biography of abraham lincoln,4
770,what does ph stand for,3
771,what materials did the three little pigs use to build their houses,29
772,how many different types of skunks are there,13
773,who was hitler s minister of propaganda,4
774,what country owns corsica,19
775,how many years ago did the ship titanic sink,13
776,what is greek pita,7
777,what is the population of the united states,37
778,in which state are the mark twain national forests,11
779,what cruise line does kathie lee gifford advertise for,5
780,what does nicholas cage do for a living,6
781,what diamond producer controls about 80 of the world s diamonds,5
782,what is dextropropoxyphen napsylate,7
783,what are geckos,7
784,what tv comediennes s characters include former movie star nora desmond secretary mrs wiggins and a housewife named eunice,4
785,what was the name of the sitcom that alyssa milano starred in with tony danza,1
786,what is a fear of drinking,24
787,how many blacks served in the vietnam war,13
788,what is software piracy,7
789,what is the name of the planet that the ewoks live on,16
790,what is cache memory,7
791,where is dartmouth college,16
792,what are the three most populated countries in the world,19
793,name the company that used the line even your best friend will not tell you in its ad,5
794,why do we call someone honey,9
795,what is the legal blood alcohol limit for the state of california,14
796,how can i find a list of fax and or email addresses for human resource departments in massachusetts,0
797,how many people did randy steven craft murder,13
798,where is the biggest bell,16
799,what was the number of people that randy steven craft was convicted of killing,37
800,what crop failure caused the irish famine,18
801,what is a devo hat,7
