,label_ind,label,text
420,7,neutral,nayryelgiuq airport and you didnt show up tonight homo
421,6,worry,charloro jealous it looks like schindlers list in toronto
422,2,enthusiasm,i want another tatt
423,7,neutral,avalonabsinthe what come as you are but erock just left bah d
424,2,enthusiasm,so i need to make a lot of money tomorrow
425,10,sadness,joiskol being in your room makes me sad
426,6,worry,nearly fell asleep but was jolted out of bed by a massive panic attack and now i am not sure if i can sleep at all
427,7,neutral,for the gays i only made 200 tonight
428,10,sadness,cocktailchic oh fck i completely forgot about thirsty thursday oh my gaga this sucks
429,10,sadness,if one people did any wrong the world blames all the people over there this is the great world which we are living in shit
430,9,surprise,mandyalwaysknws nope they are all sleeping cuz they live on the east coast
431,7,neutral,dravenreborn i bet its cool down in sr huh it is not here i have not stopped sweating since noon when dad and i were packing
432,10,sadness,meljachin eww dislike
433,6,worry,tactical mistake going to the city library and buying milk who knew ouch ouch ouch maybe a good thing i did not try for uni
434,7,neutral,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots age of the instant gratification
435,10,sadness,suzydunkley sorry bout the cat
436,7,neutral,needs to have an increase on her salary httpplurkcompwxluu
437,6,worry,my stomach feels like it is touching the groundi am so full
438,12,love,pug just woke me from an incredible sleep
439,12,love,ddlovato i cant wait to hear your new album im sure will be amazingplease just replay to me i love you so much
440,6,worry,sooo much work so little time
441,10,sadness,missed iron chef
442,10,sadness,thevowel the ds version sucks
443,10,sadness,what a bad day
444,2,enthusiasm,lilxamyx08 i know ridiculous we never got to hang out i love chicago and want to go shopping so a trip sounds like fun
445,0,hate,hates the net ayaw bumukas ng twitter httpplurkcompwxlxs
446,6,worry,ugh my internet was down
447,9,surprise,omg i didnt tweet all that much today sadness
448,6,worry,is feeling so giddy and wanna go home
449,7,neutral,the week just wasnt the same without an adam lambert performance
450,7,neutral,rockingjude the link does not work
451,6,worry,up and packing its the last day of youth camp
452,7,neutral,gossip girl when are you coming back chaceeeeeee
453,7,neutral,smh hiphop nursery rhymes
454,6,worry,somebody please save the polar bears
455,3,happiness,pandamayhem noooooooooooo i just look at a lot of pictures lol lol
456,9,surprise,crazyballerina not really sleepy bored is the right word again not much work
457,6,worry,it has come to my attention from a 16yo friend that i have recently gained a ton of weight he did not know it was me
458,6,worry,guess im staying home tonightno movieing for me
459,10,sadness,went to the cd store to search for the cd but
460,6,worry,buzzedition reminds me of the weather a month ago it was horrible i hope all is well hugs
461,10,sadness,i miss my mom quotmay angels lead you inquot
462,12,love,there is really no android twitter app of tweeties calibre
463,0,hate,on jacksonville beach walking in the cold ass water but have to work in the morning ily ltgt
464,7,neutral,taylord no it is not
465,10,sadness,chocolovere i feel the same way every day
466,10,sadness,can not sleep sucks the one day i have to sleep in and i have to get up and go shopping with mom ugh
467,7,neutral,crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now but i didnt miss it
468,10,sadness,sleppytime really missing my godfather right now love you wayne
469,10,sadness,so have a headache right now and it sucks
470,6,worry,jaydz hope ya sleepin well guys still here
471,1,fun,i should be finished but i am not color drawing here i come
472,10,sadness,jwray12 lakers baby lakers i will miss the game tmwr i have to work you will have to keep me posted please
473,10,sadness,comfort food of the day pan mee though it didnt taste any good
474,6,worry,damn being drunk and hot sucks
475,10,sadness,misses my baby
476,6,worry,is not sleeping because he has paperwork to do
477,6,worry,showered in icecold water sweating now means one thing i am sick
478,6,worry,midnight cry wish the person i wanted wanted me right now
479,7,neutral,mousebudden i ama need you to follow me real quick cause i can not dm you
480,10,sadness,i am poorly and can not sleep
481,6,worry,went to pole class feeling discouraged i am hopeless when it cones to dancing or sexy moves or spreading my legs
482,6,worry,roasterboy and these poor unfortunate souls do not appear to have any pants at all httpblipfm78qvz
483,6,worry,damohopo stephanieellen if i told you how often i wash my hair you would never speak to me again
484,6,worry,looks like another sleepless night dedicated to homework sorry in advance ms chapman
485,6,worry,jessicaduncan httptwitpiccom662vk why do u lot mock me
486,6,worry,didnt say goodnight to you
487,0,hate,abguerraartist i am not a pussy damnit sending you an email right now btw
488,10,sadness,has work tom
489,7,neutral,in the hongkong international airport has to wait for 34 hours for our next flight to cebu
490,7,neutral,can not sleep and nothings on tv
491,12,love,the pics i just uploaded are the baby pics of my cats missy is now an adult and a pretty little kitty but batty is in kitten heaven now
492,7,neutral,kalliet oh you have been superseeded not good enough
493,10,sadness,today we say goodbye to the second good friend in a week from dmp but at least the sun is shinning and i am definately not working this pm
494,11,anger,fuckinm transtelecom
495,4,boredom,is really really bored i guess i will go to bed
496,6,worry,syoofthedead i met a stranger just 10 min ago he was stalking me at the store
497,9,surprise,modeltheany tee we beefinwhat was u supposed to do before leavin
498,10,sadness,sometimes the things you say hurt the ones you love most unintentionally and you can never ever take it back or fix it
499,10,sadness,nickkk that sucks
500,7,neutral,dorkydeanna iiii know and mean
501,10,sadness,having fever dont feel to work
502,6,worry,taking horse pills hoping i can get some sleep tonight
503,7,neutral,busygod pgpm student from where i myself was a pgpm student about 4 years back i wish i could stay one
504,10,sadness,missing meldibiase6 days can not pass quick enough
505,0,hate,juliaiiivir hey that is my school i hate that place
506,10,sadness,working from home today my back is killing me doctor and then physio after later today
507,7,neutral,back to work with no distractions
508,3,happiness,ddlovato demi just say hi to me and its enough just replay to me please love you so much
509,7,neutral,awwww i never noticed this httpbitlyrconp
510,7,neutral,heavyharts that sucks well state starts tomorrow so im headin 2 bed nitey nite
511,6,worry,looks like it is going to be too nice to work today how annoying as i have no choice
512,7,neutral,mygoldmask did you guys keep a set list i forgot to ask for one xx
513,7,neutral,first impression of silverlight sadly based on what i saw today it is quite problematic
514,6,worry,is desperatly hoping my dad takes me to vanessas game
515,6,worry,pbandjay hi fuck your job
516,10,sadness,missing you all deeply
517,7,neutral,the time you go to bed i have to get up to go to work
518,3,happiness,mrssunshine96 big now vanessa is going to be 3 in september its going by so fast its hard cuz im workin so much i miss out on alot
519,10,sadness,ravels sniff sniff take care ravels hopefully we will be chatting again soon in the mean time i will hella miss you
520,7,neutral,misscheryl lucky now i want to teleport
521,6,worry,somebody please save the polar bears
522,6,worry,my nose is runny my head is pounding and teeth hurt like a bitch man i feel awful
523,10,sadness,i do not want her to leave
524,5,relief,headin homerefreshed my mind and soul justa lil bitbac to reality
525,3,happiness,good lord just seen the agency work for our upcoming open day money for jam
526,8,empty,wut do i do now
527,11,anger,working but it is fridaaaayyyyy
528,6,worry,at the grove for drag me to hell i hope that it does not suck
529,6,worry,nolaevol so i feel like shit for saying happy belated birfdayy i am only a month late
530,10,sadness,kaliyahpjones lmaothats sad kinda discourages me 4rom goin if the shit is wack
531,9,surprise,got home from work 945 and just finished cleaning now i need to eat dinner and do not know what i want ughoh well might not eat
